carrier,carrier_name,rate_version,residence_country,area,age_min,age_max,product_code,product_name,annual_premium,currency,rate_note
april,APRIL International,april_2025_current,Greece,area2,75,79,exec_plus,APRIL Executive Plus,113640,EUR,Temporary current dataset; replace when new APRIL rates arrive.
april,APRIL International,april_2025_current,Greece,area2,75,79,exec_plus_nxs,APRIL Executive Plus NXS,116410,EUR,Temporary current dataset; replace when new APRIL rates arrive.
april,APRIL International,april_2025_current,Greece,area2,80,120,international,APRIL International,69464,EUR,Temporary current dataset; replace when new APRIL rates arrive.
april,APRIL International,april_2025_current,Greece,area2,80,120,intl_plus,APRIL International Plus,91918,EUR,Temporary current dataset; replace when new APRIL rates arrive.
april,APRIL International,april_2025_current,Greece,area2,80,120,intl_plus_nxs,APRIL International Plus NXS,95454,EUR,Temporary current dataset; replace when new APRIL rates arrive.
april,APRIL International,april_2025_current,Greece,area2,80,120,executive,APRIL Executive,111105,EUR,Temporary current dataset; replace when new APRIL rates arrive.
april,APRIL International,april_2025_current,Greece,area2,80,120,exec_nxs,APRIL Executive NXS,114342,EUR,Temporary current dataset; replace when new APRIL rates arrive.
april,APRIL International,april_2025_current,Greece,area2,80,120,exec_plus,APRIL Executive Plus,137501,EUR,Temporary current dataset; replace when new APRIL rates arrive.
april,APRIL International,april_2025_current,Greece,area2,80,120,exec_plus_nxs,APRIL Executive Plus NXS,140856,EUR,Temporary current dataset; replace when new APRIL rates arrive.
img,IMG,img_europe_2025_current,Greece,area1,0,0,platinum,IMG Platinum,1902,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,0,0,gold,IMG Gold,1534,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,0,0,silver,IMG Silver,1213,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,0,0,bronze_plus,IMG Bronze Plus,865,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,0,0,bronze,IMG Bronze,590,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,1,1,platinum,IMG Platinum,1902,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,1,1,gold,IMG Gold,1534,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,1,1,silver,IMG Silver,1213,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,1,1,bronze_plus,IMG Bronze Plus,865,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,1,1,bronze,IMG Bronze,590,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,2,2,platinum,IMG Platinum,1902,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,2,2,gold,IMG Gold,1534,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,2,2,silver,IMG Silver,1213,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,2,2,bronze_plus,IMG Bronze Plus,865,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,2,2,bronze,IMG Bronze,590,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,3,3,platinum,IMG Platinum,1902,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,3,3,gold,IMG Gold,1534,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,3,3,silver,IMG Silver,1213,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,3,3,bronze_plus,IMG Bronze Plus,865,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,3,3,bronze,IMG Bronze,590,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,4,4,platinum,IMG Platinum,1902,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,4,4,gold,IMG Gold,1534,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,4,4,silver,IMG Silver,1213,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,4,4,bronze_plus,IMG Bronze Plus,865,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,4,4,bronze,IMG Bronze,590,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,5,5,platinum,IMG Platinum,1902,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,5,5,gold,IMG Gold,1534,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,5,5,silver,IMG Silver,1213,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,5,5,bronze_plus,IMG Bronze Plus,865,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,5,5,bronze,IMG Bronze,590,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,6,6,platinum,IMG Platinum,1902,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,6,6,gold,IMG Gold,1534,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,6,6,silver,IMG Silver,1213,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,6,6,bronze_plus,IMG Bronze Plus,865,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,6,6,bronze,IMG Bronze,590,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,7,7,platinum,IMG Platinum,1902,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,7,7,gold,IMG Gold,1534,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,7,7,silver,IMG Silver,1213,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,7,7,bronze_plus,IMG Bronze Plus,865,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,7,7,bronze,IMG Bronze,590,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,8,8,platinum,IMG Platinum,1902,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,8,8,gold,IMG Gold,1534,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,8,8,silver,IMG Silver,1213,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,8,8,bronze_plus,IMG Bronze Plus,865,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,8,8,bronze,IMG Bronze,590,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,9,9,platinum,IMG Platinum,1902,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,9,9,gold,IMG Gold,1534,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,9,9,silver,IMG Silver,1213,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,9,9,bronze_plus,IMG Bronze Plus,865,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,9,9,bronze,IMG Bronze,590,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,10,10,platinum,IMG Platinum,1902,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,10,10,gold,IMG Gold,1534,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,10,10,silver,IMG Silver,1213,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,10,10,bronze_plus,IMG Bronze Plus,865,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,10,10,bronze,IMG Bronze,590,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,11,11,platinum,IMG Platinum,1910,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,11,11,gold,IMG Gold,1545,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,11,11,silver,IMG Silver,1215,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,11,11,bronze_plus,IMG Bronze Plus,866,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,11,11,bronze,IMG Bronze,591,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,12,12,platinum,IMG Platinum,1922,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,12,12,gold,IMG Gold,1552,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,12,12,silver,IMG Silver,1223,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,12,12,bronze_plus,IMG Bronze Plus,872,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,12,12,bronze,IMG Bronze,594,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,13,13,platinum,IMG Platinum,1936,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,13,13,gold,IMG Gold,1565,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,13,13,silver,IMG Silver,1232,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,13,13,bronze_plus,IMG Bronze Plus,878,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,13,13,bronze,IMG Bronze,600,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,14,14,platinum,IMG Platinum,1955,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,14,14,gold,IMG Gold,1576,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,14,14,silver,IMG Silver,1243,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,14,14,bronze_plus,IMG Bronze Plus,885,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,14,14,bronze,IMG Bronze,604,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,15,15,platinum,IMG Platinum,1975,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,15,15,gold,IMG Gold,1588,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,15,15,silver,IMG Silver,1251,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,15,15,bronze_plus,IMG Bronze Plus,891,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,15,15,bronze,IMG Bronze,609,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,16,16,platinum,IMG Platinum,2006,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,16,16,gold,IMG Gold,1614,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,16,16,silver,IMG Silver,1272,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,16,16,bronze_plus,IMG Bronze Plus,906,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,16,16,bronze,IMG Bronze,619,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,17,17,platinum,IMG Platinum,2041,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,17,17,gold,IMG Gold,1642,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,17,17,silver,IMG Silver,1293,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,17,17,bronze_plus,IMG Bronze Plus,920,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,17,17,bronze,IMG Bronze,631,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,18,18,platinum,IMG Platinum,2096,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,18,18,gold,IMG Gold,1686,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,18,18,silver,IMG Silver,1324,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,18,18,bronze_plus,IMG Bronze Plus,942,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,18,18,bronze,IMG Bronze,645,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,19,19,platinum,IMG Platinum,2147,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,19,19,gold,IMG Gold,1729,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,19,19,silver,IMG Silver,1357,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,19,19,bronze_plus,IMG Bronze Plus,966,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,19,19,bronze,IMG Bronze,662,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,20,20,platinum,IMG Platinum,2206,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,20,20,gold,IMG Gold,1770,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,20,20,silver,IMG Silver,1393,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,20,20,bronze_plus,IMG Bronze Plus,990,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,20,20,bronze,IMG Bronze,679,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,21,21,platinum,IMG Platinum,2284,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,21,21,gold,IMG Gold,1834,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,21,21,silver,IMG Silver,1437,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,21,21,bronze_plus,IMG Bronze Plus,1021,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,21,21,bronze,IMG Bronze,702,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,22,22,platinum,IMG Platinum,2363,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,22,22,gold,IMG Gold,1893,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,22,22,silver,IMG Silver,1486,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,22,22,bronze_plus,IMG Bronze Plus,1057,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,22,22,bronze,IMG Bronze,727,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,23,23,platinum,IMG Platinum,2449,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,23,23,gold,IMG Gold,1962,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,23,23,silver,IMG Silver,1536,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,23,23,bronze_plus,IMG Bronze Plus,1090,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,23,23,bronze,IMG Bronze,750,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,24,24,platinum,IMG Platinum,2536,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,24,24,gold,IMG Gold,2029,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,24,24,silver,IMG Silver,1588,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,24,24,bronze_plus,IMG Bronze Plus,1128,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,24,24,bronze,IMG Bronze,778,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,25,25,platinum,IMG Platinum,2594,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,25,25,gold,IMG Gold,2073,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,25,25,silver,IMG Silver,1625,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,25,25,bronze_plus,IMG Bronze Plus,1153,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,25,25,bronze,IMG Bronze,794,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,26,26,platinum,IMG Platinum,2652,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,26,26,gold,IMG Gold,2118,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,26,26,silver,IMG Silver,1657,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,26,26,bronze_plus,IMG Bronze Plus,1176,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,26,26,bronze,IMG Bronze,812,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,27,27,platinum,IMG Platinum,2715,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,27,27,gold,IMG Gold,2166,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,27,27,silver,IMG Silver,1695,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,27,27,bronze_plus,IMG Bronze Plus,1202,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,27,27,bronze,IMG Bronze,831,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,28,28,platinum,IMG Platinum,2779,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,28,28,gold,IMG Gold,2214,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,28,28,silver,IMG Silver,1735,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,28,28,bronze_plus,IMG Bronze Plus,1230,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,28,28,bronze,IMG Bronze,850,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,29,29,platinum,IMG Platinum,2845,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,29,29,gold,IMG Gold,2268,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,29,29,silver,IMG Silver,1773,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,29,29,bronze_plus,IMG Bronze Plus,1257,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,29,29,bronze,IMG Bronze,870,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,30,30,platinum,IMG Platinum,2912,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,30,30,gold,IMG Gold,2320,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,30,30,silver,IMG Silver,1813,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,30,30,bronze_plus,IMG Bronze Plus,1286,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,30,30,bronze,IMG Bronze,890,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,31,31,platinum,IMG Platinum,2979,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,31,31,gold,IMG Gold,2373,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,31,31,silver,IMG Silver,1855,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,31,31,bronze_plus,IMG Bronze Plus,1313,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,31,31,bronze,IMG Bronze,911,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,32,32,platinum,IMG Platinum,3048,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,32,32,gold,IMG Gold,2429,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,32,32,silver,IMG Silver,1896,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,32,32,bronze_plus,IMG Bronze Plus,1342,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,32,32,bronze,IMG Bronze,931,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
