carrier,carrier_name,rate_version,residence_country,area,age_min,age_max,product_code,product_name,annual_premium,currency,rate_note
img,IMG,img_europe_2025_current,Greece,area1,33,33,platinum,IMG Platinum,3124,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,33,33,gold,IMG Gold,2483,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,33,33,silver,IMG Silver,1940,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,33,33,bronze_plus,IMG Bronze Plus,1373,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,33,33,bronze,IMG Bronze,954,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,34,34,platinum,IMG Platinum,3196,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,34,34,gold,IMG Gold,2542,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,34,34,silver,IMG Silver,1983,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,34,34,bronze_plus,IMG Bronze Plus,1403,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,34,34,bronze,IMG Bronze,975,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,35,35,platinum,IMG Platinum,3256,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,35,35,gold,IMG Gold,2588,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,35,35,silver,IMG Silver,2021,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,35,35,bronze_plus,IMG Bronze Plus,1430,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,35,35,bronze,IMG Bronze,993,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,36,36,platinum,IMG Platinum,3314,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,36,36,gold,IMG Gold,2630,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,36,36,silver,IMG Silver,2053,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,36,36,bronze_plus,IMG Bronze Plus,1454,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,36,36,bronze,IMG Bronze,1010,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,37,37,platinum,IMG Platinum,3404,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,37,37,gold,IMG Gold,2702,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,37,37,silver,IMG Silver,2109,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,37,37,bronze_plus,IMG Bronze Plus,1493,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,37,37,bronze,IMG Bronze,1038,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,38,38,platinum,IMG Platinum,3499,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,38,38,gold,IMG Gold,2775,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,38,38,silver,IMG Silver,2164,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,38,38,bronze_plus,IMG Bronze Plus,1530,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,38,38,bronze,IMG Bronze,1064,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,39,39,platinum,IMG Platinum,3644,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,39,39,gold,IMG Gold,2887,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,39,39,silver,IMG Silver,2250,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,39,39,bronze_plus,IMG Bronze Plus,1589,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,39,39,bronze,IMG Bronze,1108,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,40,40,platinum,IMG Platinum,3797,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,40,40,gold,IMG Gold,3004,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,40,40,silver,IMG Silver,2339,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,40,40,bronze_plus,IMG Bronze Plus,1654,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,40,40,bronze,IMG Bronze,1154,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,41,41,platinum,IMG Platinum,3937,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,41,41,gold,IMG Gold,3114,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,41,41,silver,IMG Silver,2424,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,41,41,bronze_plus,IMG Bronze Plus,1712,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,41,41,bronze,IMG Bronze,1197,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,42,42,platinum,IMG Platinum,4081,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,42,42,gold,IMG Gold,3231,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,42,42,silver,IMG Silver,2515,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,42,42,bronze_plus,IMG Bronze Plus,1777,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,42,42,bronze,IMG Bronze,1241,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,43,43,platinum,IMG Platinum,4274,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,43,43,gold,IMG Gold,3375,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,43,43,silver,IMG Silver,2626,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,43,43,bronze_plus,IMG Bronze Plus,1854,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,43,43,bronze,IMG Bronze,1296,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,44,44,platinum,IMG Platinum,4473,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,44,44,gold,IMG Gold,3529,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,44,44,silver,IMG Silver,2745,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,44,44,bronze_plus,IMG Bronze Plus,1937,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,44,44,bronze,IMG Bronze,1356,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,45,45,platinum,IMG Platinum,4686,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,45,45,gold,IMG Gold,3694,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,45,45,silver,IMG Silver,2872,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,45,45,bronze_plus,IMG Bronze Plus,2026,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,45,45,bronze,IMG Bronze,1420,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,46,46,platinum,IMG Platinum,4905,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,46,46,gold,IMG Gold,3866,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,46,46,silver,IMG Silver,3005,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,46,46,bronze_plus,IMG Bronze Plus,2119,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,46,46,bronze,IMG Bronze,1485,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,47,47,platinum,IMG Platinum,5184,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,47,47,gold,IMG Gold,4081,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,47,47,silver,IMG Silver,3174,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,47,47,bronze_plus,IMG Bronze Plus,2237,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,47,47,bronze,IMG Bronze,1570,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,48,48,platinum,IMG Platinum,5481,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,48,48,gold,IMG Gold,4311,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,48,48,silver,IMG Silver,3345,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,48,48,bronze_plus,IMG Bronze Plus,2358,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,48,48,bronze,IMG Bronze,1656,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,49,49,platinum,IMG Platinum,5814,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,49,49,gold,IMG Gold,4572,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,49,49,silver,IMG Silver,3544,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,49,49,bronze_plus,IMG Bronze Plus,2496,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,49,49,bronze,IMG Bronze,1755,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,50,50,platinum,IMG Platinum,6178,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,50,50,gold,IMG Gold,4854,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,50,50,silver,IMG Silver,3764,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,50,50,bronze_plus,IMG Bronze Plus,2651,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,50,50,bronze,IMG Bronze,1865,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,51,51,platinum,IMG Platinum,6566,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,51,51,gold,IMG Gold,5154,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,51,51,silver,IMG Silver,3996,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,51,51,bronze_plus,IMG Bronze Plus,2812,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,51,51,bronze,IMG Bronze,1981,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,52,52,platinum,IMG Platinum,6968,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,52,52,gold,IMG Gold,5466,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,52,52,silver,IMG Silver,4233,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,52,52,bronze_plus,IMG Bronze Plus,2978,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,52,52,bronze,IMG Bronze,2101,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,53,53,platinum,IMG Platinum,7378,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,53,53,gold,IMG Gold,5780,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,53,53,silver,IMG Silver,4479,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,53,53,bronze_plus,IMG Bronze Plus,3152,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,53,53,bronze,IMG Bronze,2223,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,54,54,platinum,IMG Platinum,7834,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,54,54,gold,IMG Gold,6139,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,54,54,silver,IMG Silver,4753,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,54,54,bronze_plus,IMG Bronze Plus,3343,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,54,54,bronze,IMG Bronze,2360,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,55,55,platinum,IMG Platinum,8238,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,55,55,gold,IMG Gold,6450,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,55,55,silver,IMG Silver,4993,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,55,55,bronze_plus,IMG Bronze Plus,3511,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,55,55,bronze,IMG Bronze,2479,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,56,56,platinum,IMG Platinum,8662,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,56,56,gold,IMG Gold,6783,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,56,56,silver,IMG Silver,5246,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,56,56,bronze_plus,IMG Bronze Plus,3689,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,56,56,bronze,IMG Bronze,2607,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,57,57,platinum,IMG Platinum,9093,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,57,57,gold,IMG Gold,7117,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,57,57,silver,IMG Silver,5505,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,57,57,bronze_plus,IMG Bronze Plus,3868,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,57,57,bronze,IMG Bronze,2735,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,58,58,platinum,IMG Platinum,9532,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,58,58,gold,IMG Gold,7456,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,58,58,silver,IMG Silver,5766,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,58,58,bronze_plus,IMG Bronze Plus,4051,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,58,58,bronze,IMG Bronze,2867,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,59,59,platinum,IMG Platinum,9967,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,59,59,gold,IMG Gold,7793,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,59,59,silver,IMG Silver,6025,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,59,59,bronze_plus,IMG Bronze Plus,4234,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,59,59,bronze,IMG Bronze,2996,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,60,60,platinum,IMG Platinum,10535,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,60,60,gold,IMG Gold,8233,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,60,60,silver,IMG Silver,6366,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,60,60,bronze_plus,IMG Bronze Plus,4473,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,60,60,bronze,IMG Bronze,3166,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,61,61,platinum,IMG Platinum,11133,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,61,61,gold,IMG Gold,8698,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,61,61,silver,IMG Silver,6726,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,61,61,bronze_plus,IMG Bronze Plus,4723,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,61,61,bronze,IMG Bronze,3346,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,62,62,platinum,IMG Platinum,11827,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,62,62,gold,IMG Gold,9239,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,62,62,silver,IMG Silver,7138,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,62,62,bronze_plus,IMG Bronze Plus,5012,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,62,62,bronze,IMG Bronze,3552,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,63,63,platinum,IMG Platinum,12514,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,63,63,gold,IMG Gold,9774,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,63,63,silver,IMG Silver,7549,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,63,63,bronze_plus,IMG Bronze Plus,5300,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,63,63,bronze,IMG Bronze,3758,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,64,64,platinum,IMG Platinum,13208,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,64,64,gold,IMG Gold,10310,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,64,64,silver,IMG Silver,7962,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,64,64,bronze_plus,IMG Bronze Plus,5590,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,64,64,bronze,IMG Bronze,3963,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,65,65,platinum,IMG Platinum,13987,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,65,65,gold,IMG Gold,10914,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,65,65,silver,IMG Silver,8427,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,65,65,bronze_plus,IMG Bronze Plus,5915,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,65,65,bronze,IMG Bronze,4196,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,66,66,platinum,IMG Platinum,14947,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,66,66,gold,IMG Gold,11655,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,66,66,silver,IMG Silver,8999,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,66,66,bronze_plus,IMG Bronze Plus,6315,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,66,66,bronze,IMG Bronze,4483,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,67,67,platinum,IMG Platinum,15992,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,67,67,gold,IMG Gold,12471,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
img,IMG,img_europe_2025_current,Greece,area1,67,67,silver,IMG Silver,9623,EUR,IMG Europe/Zone A legacy current dataset; EUR 150 base excess noted in source.
